'publication_title'	'print_identifier'	'online_identifier'	'date_first_issue_online'	'num_first_vol_online'	'num_first_issue_online'	'date_last_issue_online'	'num_last_vol_online'	'num_last_issue_online'	'title_url'	'first_author'	'title_id'	'embargo_info'	'coverage_depth'	'coverage_notes'	'publisher_name'	'full_coverage'	'collection'	'discipline'	'date_added_online'	'catalog_identifier_oclc'	'catalog_identifier_lccn'
'Modern Philology'	'0026-8232'	'1545-6951'	'1903-06-01'	'1'	'1'	'1922-11-01'	'20'	'2'	'http://www.jstor.org/action/showPublication?journalCode=modernphilology'		'modernphilology'		'fulltext'	'Moving Wall: 5 years'	'The University of Chicago Press'	'1903-06-01 - 2011-08-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection;For-Profit Academic Language & Literature Collection;Language & Literature Collection'	'Language & Literature'	'2002-10-01'	'50709603'	'2002-227131'
'Monatshefte für deutsche Sprache und Pädagogik'	'1948-0938'		'1906-01-01'	'7'	'1'	'1918-12-01'	'19'	'10'	'http://www.jstor.org/action/showPublication?journalCode=monadeutsprapada'		'monadeutsprapada'		'fulltext'	'Absorbed'	'University of Wisconsin Press'	'1906-01-01 - 1918-12-01'	'Arts & Sciences V Collection'	'Language & Literature'	'2009-07-31'	'428850081'	'2009-235279'
'Museum of Fine Arts Bulletin'	'0899-0344'		'1903-03-01'	'1'	'1'	'1922-12-01'	'20'	'122'	'http://www.jstor.org/action/showPublication?journalCode=musefineartbull'		'musefineartbull'		'fulltext'	'Absorbed'	'Museum of Fine Arts, Boston'	'1903-03-01 - 1925-12-01'	'Arts & Sciences V Collection'	'Art & Art History'	'2008-10-09'	'261342035'	'2008-234563'
'Music Supervisors'' Bulletin'	'1559-2464'		'1914-09-01'	'1'	'1'	'1915-03-01'	'1'	'4'	'http://www.jstor.org/action/showPublication?journalCode=musisupebull'		'musisupebull'		'fulltext'	'Absorbed'	'MENC: The National Association for Music Education;Sage Publications, Inc.'	'1914-09-01 - 1915-03-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education;Music'	'2006-06-01'	'70103607'	'2006-236977'
'Music Supervisors'' Journal'	'1559-2472'		'1915-09-01'	'2'	'1'	'1922-12-01'	'9'	'2'	'http://www.jstor.org/action/showPublication?journalCode=musisupej'		'musisupej'		'fulltext'	'Absorbed'	'MENC: The National Association for Music Education;Sage Publications, Inc.'	'1915-09-01 - 1934-05-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education;Music'	'2006-06-01'	'70103608'	'2006-236976'
'Mycologia'	'0027-5514'		'1909-01-01'	'1'	'1'	'1922-11-01'	'14'	'6'	'http://www.jstor.org/action/showPublication?journalCode=mycologia'		'mycologia'	'P4Y'	'fulltext'	'3 years'	'Mycological Society of America'	'1909-01-01 - 2008-11-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2007-03-01'		
'Mycological Bulletin'	'1949-4637'		'1904-02-27'	'2'	'13'	'1908-03-01'	'6'	'87'	'http://www.jstor.org/action/showPublication?journalCode=mycobull'		'mycobull'		'fulltext'	'Absorbed'	'Mycological Society of America'	'1904-02-27 - 1908-03-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2009-11-20'	'297229808'	'2009-235755'
'National News Letter of Phi Delta Kappa'	'1944-0995'		'1915-11-01'	'1'	'1'	'1916-06-01'	'1'	'4'	'http://www.jstor.org/action/showPublication?journalCode=nnewletphidelkap'		'nnewletphidelkap'		'fulltext'	'Absorbed'	'Phi Delta Kappa International'	'1915-11-01 - 1916-06-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Education'	'2009-07-31'	'428842406'	'2009-235257'
'Notes (Fogg Art Museum)'	'1939-053X'		'1921-12-01'	'1'	'1'	'1922-06-01'	'1'	'2'	'http://www.jstor.org/action/showPublication?journalCode=notesfogg'		'notesfogg'		'fulltext'	'Absorbed'	'Harvard Art Museum;The President and Fellows of Harvard College'	'1921-12-01 - 1931-06-01'	'Arts & Sciences V Collection'	'Art & Art History'	'2008-09-29'	'259234594'	'2008252961'
'Ohio Mycological Bulletin'	'1949-4629'		'1903-03-07'	'1'	'1'	'1903-11-21'	'1'	'12'	'http://www.jstor.org/action/showPublication?journalCode=ohiomycobull'		'ohiomycobull'		'fulltext'	'Absorbed'	'Mycological Society of America'	'1903-03-07 - 1903-11-21'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2009-11-20'	'468003701'	'2009-235756'
'PMLA'	'0030-8129'		'1889-01-01'	'4'	'1'	'1922-12-01'	'37'	'4'	'http://www.jstor.org/action/showPublication?journalCode=pmla'		'pmla'	'P6Y'	'fulltext'	'5 years'	'Modern Language Association'	'1889-01-01 - 2006-11-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection;For-Profit Academic Language & Literature Collection;Language & Literature Collection'	'Language & Literature'	'2002-10-01'	'50709947'	'2002-227204'
'Philosophical Transactions (1665-1678)'	'0370-2316'		'1665-01-01'	'1'	'None'	'1677-01-01'	'12'	'None'	'http://www.jstor.org/action/showPublication?journalCode=philtran1665167'		'philtran1665167'		'fulltext'	'Absorbed'	'The Royal Society'	'1665-01-01 - 1677-01-01'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection;Mathematics & Statistics Collection'	'Biological Sciences;General Science;Mathematics'	'2000-12-01'	'45610012'	'00-227480'
'Philosophical Transactions (1683-1775)'	'0260-7085'		'1683-01-01'	'13'	'None'	'1775-01-01'	'65'	'None'	'http://www.jstor.org/action/showPublication?journalCode=philtran1683177'		'philtran1683177'		'fulltext'	'Absorbed'	'The Royal Society'	'1683-01-01 - 1775-01-01'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection;Mathematics & Statistics Collection'	'Biological Sciences;General Science;Mathematics'	'2000-12-01'	'45610194'	'00-227481'
'Philosophical Transactions of the Royal Society of London'	'0261-0523'		'1776-01-01'	'66'	'None'	'1869-01-01'	'159'	'None'	'http://www.jstor.org/action/showPublication?journalCode=philtranroyasoc3'		'philtranroyasoc3'		'fulltext'	'Absorbed'	'The Royal Society'	'1776-01-01 - 1886-01-01'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection;Mathematics & Statistics Collection'	'Biological Sciences;General Science;Mathematics'	'2000-12-01'	'45610575'	'00-227482'
'Poetry'	'0032-2032'		'1912-10-01'	'1'	'1'	'1922-12-01'	'21'	'3'	'http://www.jstor.org/action/showPublication?journalCode=poetry'		'poetry'	'P4Y'	'fulltext'	'3 years'	'Poetry Foundation'	'1912-10-01 - 2008-12-01'	'Arts & Sciences VIII Collection'	'Language & Literature'	'2010-05-26'	'60638590'	'2009-250651'
'Political Science Quarterly'	'0032-3195'		'1886-03-01'	'1'	'1'	'1922-12-01'	'37'	'4'	'http://www.jstor.org/action/showPublication?journalCode=polisciequar'		'polisciequar'	'P6Y'	'fulltext'	'5 years'	'The Academy of Political Science'	'1886-03-01 - 2006-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Political Science'	'1998-05-01'	'39064101'	'sn98-23289'
'Proceedings and Transactions of the Kilkenny and South-East of Ireland Archaeological Society'	'0790-6358'		'1854-01-01'	'3'	'1'	'1855-01-01'	'3'	'2'	'http://www.jstor.org/action/showPublication?journalCode=proctrankilksoui'		'proctrankilksoui'		'fulltext'	'Absorbed'	'Royal Society of Antiquaries of Ireland'	'1854-01-01 - 1855-01-01'	'Ireland Collection'	'Archaeology;History;Irish Studies'	'2009-12-11'	'477507073'	'2009-236006'
'Proceedings of the Academy of Natural Sciences of Philadelphia'	'0097-3157'	'1938-5293'	'1841-03-01'	'1'	'1'	'1922-01-01'	'74'	'None'	'http://www.jstor.org/action/showPublication?journalCode=procacadnatuscie'		'procacadnatuscie'	'P4Y'	'fulltext'	'3 years'	'Academy of Natural Sciences'	'1841-03-01 - 2008-07-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences'	'2007-10-01'	'49749281'	
'Proceedings of the Academy of Political Science in the City of New York'	'1548-7237'		'1910-10-01'	'1'	'1'	'1922-07-01'	'10'	'1'	'http://www.jstor.org/action/showPublication?journalCode=procacadpolisci2'		'procacadpolisci2'		'fulltext'	'Absorbed'	'The Academy of Political Science'	'1910-10-01 - 1928-01-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Political Science'	'2004-07-01'	'55941052'	'2004-236867'
'Proceedings of the American Academy of Arts and Sciences'	'0199-9818'		'1846-05-01'	'1'	'None'	'1922-11-01'	'57'	'18'	'http://www.jstor.org/action/showPublication?journalCode=procameracadarts'		'procameracadarts'		'fulltext'	'Absorbed'	'American Academy of Arts & Sciences'	'1846-05-01 - 1958-05-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'History;Language & Literature'	'2008-11-07'	'60626774'	'2008-266853'
'Proceedings of the American Academy of Arts and Sciences'	'0199-9818'		'1846-05-01'	'1'	'None'	'1922-11-01'	'57'	'16'	'http://www.jstor.org/action/showPublication?journalCode=procameracadarts'		'procameracadarts'		'fulltext'	'Absorbed'	'American Academy of Arts & Sciences'	'1846-05-01 - 1958-05-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'History;Language & Literature'	'2008-11-07'	'60626774'	'2008-266853'
'Proceedings of the American Microscopical Society'	'1060-2682'		'1892-10-01'	'14'	'1'	'1895-07-01'	'16'	'4'	'http://www.jstor.org/action/showPublication?journalCode=procamermicrsoci'		'procamermicrsoci'		'fulltext'	'Absorbed'	'American Microscopical Society;Blackwell Publishing'	'1892-10-01 - 1895-07-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2005-08-01'	'61241596'	'2005 237210'
'Proceedings of the American Philosophical Society'	'0003-049X'		'1838-01-01'	'1'	'1'	'1922-01-01'	'61'	'4'	'http://www.jstor.org/action/showPublication?journalCode=procamerphilsoci'		'procamerphilsoci'	'P4Y'	'fulltext'	'3 years'	'American Philosophical Society'	'1838-01-01 - 2008-12-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'History'	'2004-07-14'	'55941028'	'2004-236857'
'Proceedings of the American Political Science Association'	'1520-8605'		'1904-01-01'	'1'	'None'	'1913-01-01'	'10'	'None'	'http://www.jstor.org/action/showPublication?journalCode=procamerpoliscie'		'procamerpoliscie'		'fulltext'	'Publication of this title ceased in 1913.'	'American Political Science Association'	'1904-01-01 - 1913-01-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'American Studies;Political Science'	'1997-01-01'	'36114776'	'sn97-23028'
'Proceedings of the American Society of International Law at Its Annual Meeting (1907-1917)'	'0272-5061'		'1907-04-19'	'1'	'None'	'1917-04-26'	'11'	'None'	'http://www.jstor.org/action/showPublication?journalCode=proasilannmeet'		'proasilannmeet'		'fulltext'	'Absorbed'	'American Society of International Law'	'1907-04-19 - 1917-04-26'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Law'	'2010-10-07'	'53216535'	'2010-235322'
'Proceedings of the American Society of International Law at Its Annual Meeting (1921-1969)'	'0272-5045'		'1921-04-27'	'15'	'None'	'1922-04-27'	'16'	'None'	'http://www.jstor.org/action/showPublication?journalCode=procasilannumee'		'procasilannumee'		'fulltext'	'Absorbed'	'American Society of International Law'	'1921-04-27 - 1969-04-24'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Law'	'2010-10-07'	'60648818'	'2010-235320'
'Proceedings of the American Society of International Law at the Meeting of Its Executive Council'	'0272-5053'		'1918-04-27'	'12/13'	'None'	'1920-11-13'	'14'	'None'	'http://www.jstor.org/action/showPublication?journalCode=proasilexeccoun'		'proasilexeccoun'		'fulltext'	'Absorbed'	'American Society of International Law'	'1918-04-27 - 1920-11-13'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Law'	'2010-10-07'	'61564822'	'2010-235321'
'Proceedings of the American Society of Microscopists'	'1060-1805'		'1878-01-01'	'1'	'None'	'1891-01-01'	'13'	'None'	'http://www.jstor.org/action/showPublication?journalCode=procamersocimicr'		'procamersocimicr'		'fulltext'	'Absorbed'	'American Microscopical Society;Blackwell Publishing'	'1878-01-01 - 1891-01-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2005-08-01'	'61241664'	'2005 237211'
'Proceedings of the Massachusetts Historical Society'	'0076-4981'		'1791-01-01'	'1'	'None'	'1922-10-01'	'56'	'None'	'http://www.jstor.org/action/showPublication?journalCode=procmasshistsoci'		'procmasshistsoci'		'fulltext'	'Absorbed'	'Massachusetts Historical Society'	'1791-01-01 - 1997-01-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2009-02-23'	'297310150'	'2009-235089'
'Proceedings of the National Academy of Sciences of the United States of America'	'0027-8424'		'1915-01-15'	'1'	'1'	'1922-12-15'	'8'	'12'	'http://www.jstor.org/action/showPublication?journalCode=procnatiacadscie'		'procnatiacadscie'	'P3Y'	'fulltext'	'2 years'	'National Academy of Sciences'	'1915-01-15 - 2009-12-15'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection'	'Biological Sciences;General Science'	'2000-02-01'	'43473694'	'00-227001'
'Proceedings of the Royal Geographical Society of London'	'1478-615X'		'1857-01-01'	'2'	'1'	'1869-01-01'	'14'	'5'	'http://www.jstor.org/action/showPublication?journalCode=procroyageogsoc2'		'procroyageogsoc2'		'fulltext'	'Absorbed'	'Blackwell Publishing;The Royal Geographical Society (with the Institute of British Geographers)'	'1857-01-01 - 1877-01-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Geography'	'2002-12-11'	'51205362'	'2002-227354'
'Proceedings of the Royal Irish Academy (1836-1869)'	'0302-7597'		'1836-01-01'	'1'	'None'	'1866-01-01'	'10'	'None'	'http://www.jstor.org/action/showPublication?journalCode=procria1836'		'procria1836'		'fulltext'	'Absorbed'	'Royal Irish Academy'	'1836-01-01 - 1866-01-01'	'Ireland Collection'	'Mathematics'	'2009-10-09'	'297603481'	'2009-235688'
'Proceedings of the Royal Society of London'	'0370-1662'		'1854-01-01'	'7'	'None'	'1869-01-01'	'18'	'None'	'http://www.jstor.org/action/showPublication?journalCode=procroyasocilon3'		'procroyasocilon3'		'fulltext'	'Absorbed'	'The Royal Society'	'1854-01-01 - 1904-01-01'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection;Mathematics & Statistics Collection'	'Biological Sciences;General Science;Mathematics'	'2000-12-01'	'45610595'	'00-227485'
'Proceedings of the Statistical Society of London'	'2046-5890'		'1834-01-01'	'1'	'1'	'1837-01-01'	'2'	'14'	'http://www.jstor.org/action/showPublication?journalCode=prostatsoclon'		'prostatsoclon'		'fulltext'	'Absorbed'	'Blackwell Publishing;Royal Statistical Society'	'1834-01-01 - 1837-01-01'	'Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Statistics'	'2011-06-24'	'732907184'	'2011-235458'
'Public Health Reports (1896-1970)'	'0094-6214'		'1903-01-02'	'18'	'1'	'1922-12-29'	'37'	'52'	'http://www.jstor.org/action/showPublication?journalCode=publhealrepo1896'		'publhealrepo1896'		'fulltext'	'Absorbed'	'Association of Schools of Public Health'	'1903-01-02 - 1970-12-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Health Policy'	'2008-08-18'	'181336288'	'2008-236271'
'Publications of the American Economic Association'	'1049-7498'		'1886-03-01'	'1'	'1'	'1907-11-01'	'8'	'4'	'http://www.jstor.org/action/showPublication?journalCode=publamereconasso'		'publamereconasso'		'fulltext'	'Absorbed'	'American Economic Association'	'1886-03-01 - 1907-11-01'	'Arts & Sciences I Collection;Business I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Business I Collection'	'Business;Economics'	'2001-02-01'	'45879060'	'2001-227012'
'Publications of the American Statistical Association'	'1522-5437'		'1888-03-01'	'1'	'1'	'1919-12-01'	'16'	'128'	'http://www.jstor.org/action/showPublication?journalCode=publamerstatasso'		'publamerstatasso'		'fulltext'	'Absorbed'	'American Statistical Association'	'1888-03-01 - 1919-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Statistics'	'1999-04-01'	'41125188'	'sn99-23375'
'Publications of the Astronomical Society of the Pacific'	'0004-6280'	'1538-3873'	'1889-02-07'	'1'	'1'	'1922-12-01'	'34'	'202'	'http://www.jstor.org/action/showPublication?journalCode=publastrsocipaci'		'publastrsocipaci'		'fulltext'	'Moving Wall: 5 years'	'Astronomical Society of the Pacific;The University of Chicago Press'	'1889-02-07 - 2011-12-01'	'Arts & Sciences X Collection'	'Astronomy'	'2010-12-29'	'40768120'	'2002213703'
'Publications of the Field Columbian Museum. Anthropological Series'	'0894-8372'		'1895-12-01'	'1'	'1'	'1922-01-01'	'6'	'5'	'http://www.jstor.org/action/showPublication?journalCode=pubfcmanthroser'		'pubfcmanthroser'		'fulltext'	'Absorbed'	'Field Museum of Natural History'	'1895-12-01 - 1922-01-01'	'Arts & Sciences IX Collection;For-Profit Academic Arts & Sciences IX Collection'	'Anthropology'	'2011-11-11'		
'Publications of the Field Museum of Natural History. Anthropological Series'	'0894-8380'		'1912-02-01'	'10'	'None'	'1922-01-01'	'14'	'2'	'http://www.jstor.org/action/showPublication?journalCode=pubfmnhanthroser'		'pubfmnhanthroser'		'fulltext'	'Absorbed'	'Field Museum of Natural History'	'1912-02-01 - 1951-04-10'	'Arts & Sciences IX Collection;For-Profit Academic Arts & Sciences IX Collection'	'Anthropology'	'2011-11-11'		
'Publications of the Florida Historical Society'	'0361-6258'		'1908-04-01'	'1'	'1'	'1909-07-01'	'2'	'2'	'http://www.jstor.org/action/showPublication?journalCode=publflorhistsoci'		'publflorhistsoci'		'fulltext'	'Absorbed'	'Florida Historical Society'	'1908-04-01 - 1924-10-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2009-07-31'	'80905268'	'2009-235272'
'Publications of the Historical Society of Southern California'	'2162-903X'		'1891-06-01'	'2'	'1'	'1891-06-01'	'2'	'1'	'http://www.jstor.org/action/showPublication?journalCode=pubhistsocisc'		'pubhistsocisc'		'fulltext'	'Absorbed'	'Historical Society of Southern California;University of California Press'	'1891-06-01 - 1891-06-01'		'American Studies;History'	'2011-12-30'		
'Pädagogische Monatshefte / Pedagogical Monthly'	'1948-092X'		'1899-12-01'	'1'	'1'	'1905-12-01'	'6'	'10'	'http://www.jstor.org/action/showPublication?journalCode=padamona'		'padamona'		'fulltext'	'Absorbed'	'University of Wisconsin Press'	'1899-12-01 - 1905-12-01'	'Arts & Sciences V Collection'	'Language & Literature'	'2009-07-31'	'428849601'	'2009-235280'
'Quarterly Publications of the American Statistical Association'	'1522-5445'		'1920-03-01'	'17'	'129'	'1921-12-01'	'17'	'136'	'http://www.jstor.org/action/showPublication?journalCode=quarpublamerstat'		'quarpublamerstat'		'fulltext'	'Absorbed'	'American Statistical Association'	'1920-03-01 - 1921-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Statistics'	'1999-04-01'	'41125224'	'sn99-23376'
'Science'	'0036-8075'	'1095-9203'	'1880-07-03'	'1'	'1'	'1922-12-29'	'56'	'1461'	'http://www.jstor.org/action/showPublication?journalCode=science'		'science'	'P6Y'	'fulltext'	'5 years'	'American Association for the Advancement of Science'	'1880-07-03 - 2006-12-22'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection'	'Biological Sciences;General Science'	'2000-02-01'	'45610603 (1880-1882), 43473753 (1883 and following)'	'00-227002'
'Sigma Xi Quarterly'	'0096-977X'		'1913-03-01'	'1'	'1'	'1922-12-01'	'10'	'4'	'http://www.jstor.org/action/showPublication?journalCode=sigmxiquar'		'sigmxiquar'		'fulltext'	'Absorbed'	'Sigma Xi, The Scientific Research Society'	'1913-03-01 - 1942-01-01'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection'	'General Science'	'2011-06-24'	'571136622'	'2011234197'
'Studies in English'	'2158-7957'		'1911-04-08'	'None'	'1'	'1915-07-15'	'None'	'3'	'http://www.jstor.org/action/showPublication?journalCode=studengl'		'studengl'		'fulltext'	'Absorbed'	'University of Texas Press'	'1911-04-08 - 1947-01-01'	'Arts & Sciences VIII Collection'	'Language & Literature'	'2011-05-25'	'609483790'	'2011-235390'
'Studies in Philology'	'0039-3738'		'1906-01-01'	'1'	'None'	'1922-10-01'	'19'	'4'	'http://www.jstor.org/action/showPublication?journalCode=studphil'		'studphil'	'P4Y'	'fulltext'	'3 years'	'University of North Carolina Press'	'1906-01-01 - 2008-10-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Language & Literature'	'2008-10-09'	'51288004'	'2002215651'
'The Advocate of Peace (1837-1845)'	'2154-8382'		'1837-06-01'	'1'	'1'	'1845-11-01'	'6'	'11/12'	'http://www.jstor.org/action/showPublication?journalCode=advopeace1837'		'advopeace1837'		'fulltext'	'Absorbed'	'World Affairs Institute'	'1837-06-01 - 1845-11-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Political Science'	'2011-06-24'	'55938736'	'2006255467'
'The Advocate of Peace (1894-1920)'	'2155-7799'		'1894-01-01'	'56'	'1'	'1920-02-01'	'82'	'2'	'http://www.jstor.org/action/showPublication?journalCode=advopeac1894'		'advopeac1894'		'fulltext'	'Absorbed'	'World Affairs Institute'	'1894-01-01 - 1920-02-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Political Science'	'2010-11-10'	'680372617'	'2010-235355'
'The Advocate of Peace and Universal Brotherhood'	'2154-8420'		'1846-01-01'	'1'	'1'	'1846-12-01'	'1'	'12'	'http://www.jstor.org/action/showPublication?journalCode=advopeacunivbro'		'advopeacunivbro'		'fulltext'	'Absorbed'	'World Affairs Institute'	'1846-01-01 - 1846-12-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Political Science'	'2011-06-24'	'55938743'	'2006255468'
'The Aldine'	'2151-4186'		'1871-01-01'	'4'	'1'	'1879-01-01'	'9'	'12'	'http://www.jstor.org/action/showPublication?journalCode=aldine'		'aldine'		'fulltext'	'Publication of this title ceased in 1879.'		'1871-01-01 - 1879-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-06-16'	'56578904'	'2008-266722'
'The American Advocate of Peace and Arbitration'	'2159-5070'		'1889-02-01'	'51'	'1'	'1892-03-01'	'54'	'2'	'http://www.jstor.org/action/showPublication?journalCode=amadvopeacarbi'		'amadvopeacarbi'		'fulltext'	'Absorbed'	'World Affairs Institute'	'1889-02-01 - 1892-03-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Political Science'	'2011-06-24'	'732949391'	'2011235754'
'The American Art Journal (1866-1867)'	'1946-195X'		'1866-04-25'	'5'	'1'	'1867-06-15'	'7'	'8'	'http://www.jstor.org/action/showPublication?journalCode=amerartj'		'amerartj'		'fulltext'	'Publication of this title ceased in 1867.'		'1866-04-25 - 1867-06-15'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448030133'	'2009-235497'
'The American Art Review'	'2151-8890'		'1879-11-01'	'1'	'1'	'1881-10-01'	'2'	'12'	'http://www.jstor.org/action/showPublication?journalCode=amerartrevi'		'amerartrevi'		'fulltext'	'Publication of this title ceased in 1881.'		'1879-11-01 - 1881-10-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-24'	'527930887'	'2010-234814'
'The American College Bulletin'	'2163-7652'		'1917-10-20'	'1'	'1'	'1919-02-22'	'2'	'10'	'http://www.jstor.org/action/showPublication?journalCode=amercollbull'		'amercollbull'		'fulltext'	'Absorbed'	'Penn State University Press'	'1917-10-20 - 1919-02-22'		'Religion'	'2011-12-30'		
'The American Economic Review'	'0002-8282'		'1911-03-01'	'1'	'1'	'1922-12-01'	'12'	'4'	'http://www.jstor.org/action/showPublication?journalCode=amereconrevi'		'amereconrevi'	'P3Y'	'fulltext'	'2 years'	'American Economic Association'	'1911-03-01 - 2009-12-01'	'Arts & Sciences I Collection;Business I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Business I Collection'	'Business;Economics'	'1997-01-01'	'35705012'	'sn97-23013'
'The American Historical Review'	'0002-8762'	'1937-5239'	'1895-10-01'	'1'	'1'	'1922-10-01'	'28'	'1'	'http://www.jstor.org/action/showPublication?journalCode=amerhistrevi'		'amerhistrevi'		'fulltext'	'Moving Wall: 5 years'	'American Historical Association;The University of Chicago Press'	'1895-10-01 - 2011-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'American Studies;History'	'1997-01-01'	'35776522'	'sn97-23020'
'The American Journal of Archaeology and of the History of the Fine Arts'	'1540-5079'		'1885-01-01'	'1'	'1'	'1896-10-01'	'11'	'4'	'http://www.jstor.org/action/showPublication?journalCode=amerjarchhistfin'		'amerjarchhistfin'		'fulltext'	'Absorbed'	'Archaeological Institute of America'	'1885-01-01 - 1896-10-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Archaeology;Art & Art History;Classical Studies'	'2002-12-01'	'51205106'	'2002-227230'
'The American Journal of International Law'	'0002-9300'	'2161-7953'	'1907-01-01'	'1'	'1'	'1922-10-01'	'16'	'4'	'http://www.jstor.org/action/showPublication?journalCode=amerjintelaw'		'amerjintelaw'		'fulltext'	'Moving Wall: 2 years'	'American Society of International Law'	'1907-01-01 - 2011-10-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Law;Political Science'	'1998-09-01'	'39852205'	'sn98-23303'
'The American Journal of Nursing'	'0002-936X'		'1900-10-01'	'1'	'1'	'1922-12-01'	'23'	'3'	'http://www.jstor.org/action/showPublication?journalCode=americanjnursing'		'americanjnursing'	'P8Y'	'fulltext'	'7 years'	'Lippincott Williams & Wilkins'	'1900-10-01 - 2004-12-01'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection'	'Health Sciences'	'2006-09-13'	'48985714'	'2002-212598'
'The American Journal of Philology'	'0002-9475'	'1086-3168'	'1880-01-01'	'1'	'1'	'1922-01-01'	'43'	'4'	'http://www.jstor.org/action/showPublication?journalCode=amerjphil'		'amerjphil'	'P6Y'	'fulltext'	'5 years'	'The Johns Hopkins University Press'	'1880-01-01 - 2006-12-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Classical Studies;Language & Literature;Linguistics'	'2002-06-01'	'49976426'	'2002-227012'
