'publication_title'	'print_identifier'	'online_identifier'	'date_first_issue_online'	'num_first_vol_online'	'num_first_issue_online'	'date_last_issue_online'	'num_last_vol_online'	'num_last_issue_online'	'title_url'	'first_author'	'title_id'	'embargo_info'	'coverage_depth'	'coverage_notes'	'publisher_name'	'full_coverage'	'collection'	'discipline'	'date_added_online'	'catalog_identifier_oclc'	'catalog_identifier_lccn'
'The Journal of Germanic Philology'	'0364-2968'		'1897-01-01'	'1'	'1'	'1902-01-01'	'4'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jgermphil'		'jgermphil'		'fulltext'	'Absorbed'	'University of Illinois Press'	'1897-01-01 - 1902-01-01'	'Arts & Sciences VIII Collection'	'Language & Literature'	'2010-02-24'	'527935870'	'2010-234818'
'The Journal of Infectious Diseases'	'0022-1899'		'1904-01-02'	'1'	'1'	'1922-12-01'	'31'	'6'	'http://www.jstor.org/action/showPublication?journalCode=jinfedise'		'jinfedise'	'P6Y'	'fulltext'	'5 years'	'Oxford University Press'	'1904-01-02 - 2006-12-15'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection'	'Health Sciences'	'2009-06-16'	'41275996'	'00-238592'
'The Journal of International Relations'	'0148-8937'		'1919-07-01'	'10'	'1'	'1922-04-01'	'12'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jinterelations'		'jinterelations'		'fulltext'	'Absorbed'		'1919-07-01 - 1922-04-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Political Science'	'2010-02-03'	'61677428'	'2010-234707'
'The Journal of Mycology'	'1052-0368'		'1885-01-01'	'1'	'1'	'1908-04-01'	'14'	'2'	'http://www.jstor.org/action/showPublication?journalCode=jmycology'		'jmycology'		'fulltext'	'Absorbed'	'Mycological Society of America'	'1885-01-01 - 1908-04-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2007-03-01'	'85848909'	'2007-234105'
'The Journal of Negro History'	'0022-2992'		'1916-01-01'	'1'	'1'	'1922-10-01'	'7'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jnegrohistory'		'jnegrohistory'		'fulltext'	'Absorbed'	'Association for the Study of African American Life and History, Inc.'	'1916-01-01 - 2001-07-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'African American Studies;American Studies;History'	'1999-05-01'	'41302474'	'sn99-23392'
'The Journal of Parasitology'	'0022-3395'	'1937-2345'	'1914-09-01'	'1'	'1'	'1922-12-01'	'9'	'2'	'http://www.jstor.org/action/showPublication?journalCode=jparasitology'		'jparasitology'	'P4Y'	'fulltext'	'3 years'	'The American Society of Parasitologists'	'1914-09-01 - 2008-12-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2006-02-01'	'46381505'	'2006-236657'
'The Journal of Philosophy'	'0022-362X'		'1921-01-06'	'18'	'1'	'1922-12-21'	'19'	'26'	'http://www.jstor.org/action/showPublication?journalCode=jphilosophy'		'jphilosophy'	'P6Y'	'fulltext'	'5 years'	'Journal of Philosophy, Inc.'	'1921-01-06 - 2006-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Philosophy'	'1997-09-18'	'37699220'	'sn97-23238'
'The Journal of Race Development'	'1068-3380'		'1910-07-01'	'1'	'1'	'1919-04-01'	'9'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jracedeve'		'jracedeve'		'fulltext'	'Absorbed'		'1910-07-01 - 1919-04-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Political Science'	'2010-02-03'	'61283838'	'2010-234708'
'The Journal of Religion'	'0022-4189'	'1549-6538'	'1921-01-01'	'1'	'1'	'1922-11-01'	'2'	'6'	'http://www.jstor.org/action/showPublication?journalCode=jreligion'		'jreligion'		'fulltext'	'Moving Wall: 5 years'	'The University of Chicago Press'	'1921-01-01 - 2012-01-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2004-09-01'	'42818298'	'2004-212337'
'The Journal of Speculative Philosophy'	'0891-625X'	'1527-9383'	'1867-01-01'	'1'	'1'	'1893-12-01'	'22'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jspecphil'		'jspecphil'		'fulltext'	'Moving Wall: 5 years'	'Penn State University Press'	'1867-01-01 - 2011-06-01'	'Arts & Sciences VIII Collection'	'Philosophy'	'2010-10-07'	'42679673'	'00211016'
'The Journal of the Ethnological Society of London (1869-1870)'	'1368-0374'		'1869-01-01'	'1'	'1'	'1869-01-01'	'1'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jethnsocilond186'		'jethnsocilond186'		'fulltext'	'Absorbed'	'Royal Anthropological Institute of Great Britain and Ireland'	'1869-01-01 - 1870-01-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Anthropology'	'2005-06-01'	'48072564'	'2001-227330'
'The Journal of the Historical and Archaeological Association of Ireland'	'0790-6374'		'1868-01-01'	'1'	'1'	'1869-01-01'	'1'	'2'	'http://www.jstor.org/action/showPublication?journalCode=jhistarchassoire'		'jhistarchassoire'		'fulltext'	'Absorbed'	'Royal Society of Antiquaries of Ireland'	'1868-01-01 - 1869-01-01'	'Ireland Collection'	'Archaeology;History;Irish Studies'	'2009-12-11'	'477530841'	'2009-236003'
'The Journal of the Kilkenny and South-East of Ireland Archaeological Society'	'0790-6366'		'1856-01-01'	'1'	'1'	'1867-01-01'	'6'	'1'	'http://www.jstor.org/action/showPublication?journalCode=jkilksoeairearso'		'jkilksoeairearso'		'fulltext'	'Absorbed'	'Royal Society of Antiquaries of Ireland'	'1856-01-01 - 1867-01-01'	'Ireland Collection'	'Archaeology;History;Irish Studies'	'2009-12-11'	'477494397'	'2009-236005'
'The Journal of the Royal Asiatic Society of Great Britain and Ireland'	'0035-869X'		'1835-01-01'	'2'	'1'	'1922-10-01'	'None'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jroyasiasocgrbi'		'jroyasiasocgrbi'		'fulltext'	'Absorbed'	'Royal Asiatic Society of Great Britain and Ireland'	'1835-01-01 - 1990-01-01'	'Arts & Sciences V Collection'	'Asian Studies'	'2009-07-31'	'49342745'	'2009-236210'
'The Journal of the Wilson Ornithological Chapter of the Agassiz Association'	'1938-6796'		'1893-01-01'	'5'	'1'	'1893-06-01'	'5'	'2'	'http://www.jstor.org/action/showPublication?journalCode=jwilsornichap'		'jwilsornichap'		'fulltext'	'Absorbed'	'Wilson Ornithological Society'	'1893-01-01 - 1893-06-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2008-06-04'	'54519759'	'2004-242176'
'The Knight Errant'	'2150-3168'		'1892-04-01'	'1'	'1'	'1893-01-01'	'1'	'4'	'http://www.jstor.org/action/showPublication?journalCode=knighterrant'		'knighterrant'		'fulltext'	'Publication of this title ceased in 1893.'		'1892-04-01 - 1893-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-11-20'	'468010106'	'2009-235765'
'The Lotus Magazine'	'2150-5977'		'1910-01-01'	'1'	'1'	'1919-05-01'	'10'	'5'	'http://www.jstor.org/action/showPublication?journalCode=lotusmagazine'		'lotusmagazine'		'fulltext'	'Absorbed'		'1910-01-01 - 1919-05-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503364467'	'2010-234733'
'The Metropolitan Museum of Art Bulletin'	'0026-1521'		'1905-11-01'	'1'	'1'	'1922-12-01'	'17'	'12'	'http://www.jstor.org/action/showPublication?journalCode=metrmuseartbull'		'metrmuseartbull'	'P4Y'	'fulltext'	'3 years'	'The Metropolitan Museum of Art'	'1905-11-01 - 2008-10-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Art & Art History'	'2005-11-01'	'62267106'	'2005-237313'
'The Mississippi Valley Historical Review'	'0161-391X'		'1914-06-01'	'1'	'1'	'1922-12-01'	'9'	'3'	'http://www.jstor.org/action/showPublication?journalCode=missvallhistrevi'		'missvallhistrevi'		'fulltext'	'Absorbed'	'Organization of American Historians'	'1914-06-01 - 1964-03-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'American Studies;History'	'1997-01-01'	'35781793'	'sn97-23021'
'The Modern Language Journal'	'0026-7902'	'1540-4781'	'1916-10-01'	'1'	'1'	'1922-12-01'	'7'	'3'	'http://www.jstor.org/action/showPublication?journalCode=modernlanguagej'		'modernlanguagej'	'P4Y'	'fulltext'	'3 years'	'Blackwell Publishing;National Federation of Modern Language Teachers Associations'	'1916-10-01 - 2008-12-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection;For-Profit Academic Language & Literature Collection;Language & Literature Collection'	'Language & Literature'	'2002-10-01'	'50709600'	'2002-227130'
'The Monist'	'0026-9662'		'1890-10-01'	'1'	'1'	'1922-10-01'	'32'	'4'	'http://www.jstor.org/action/showPublication?journalCode=themonist'		'themonist'	'P8Y'	'fulltext'	'7 years'	'Hegeler Institute'	'1890-10-01 - 2004-10-01'	'Arts & Sciences X Collection'	'History of Science & Technology;Philosophy'	'2011-08-12'		
'The Monthly Illustrator'	'2151-4348'		'1895-02-01'	'3'	'10'	'1895-09-01'	'5'	'17'	'http://www.jstor.org/action/showPublication?journalCode=montillu'		'montillu'		'fulltext'	'Publication of this title ceased in 1895.'		'1895-02-01 - 1895-09-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503361598'	'2010-234730'
'The Murrelet'	'0027-3716'		'1920-05-01'	'1'	'1'	'1922-10-01'	'3'	'3'	'http://www.jstor.org/action/showPublication?journalCode=murrelet'		'murrelet'		'fulltext'	'Absorbed'	'Society for Northwestern Vertebrate Biology'	'1920-05-01 - 1988-10-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Ecology & Evolutionary Biology'	'2006-10-01'	'73082126'	'2006-236991'
'The Musical Quarterly'	'0027-4631'	'1741-8399'	'1915-01-01'	'1'	'1'	'1922-10-01'	'8'	'4'	'http://www.jstor.org/action/showPublication?journalCode=musicalquarterly'		'musicalquarterly'		'fulltext'	'1/1/2000'	'Oxford University Press'	'1915-01-01 - 1999-12-01'	'Arts & Sciences III Collection;Music Collection'	'Music'	'2003-10-01'	'53165498'	'2004-235646'
'The Musical Times and Singing Class Circular'	'0958-8434'		'1844-06-01'	'1'	'1'	'1869-12-01'	'14'	'322'	'http://www.jstor.org/action/showPublication?journalCode=musitimesingclas'		'musitimesingclas'		'fulltext'	'Absorbed'	'Musical Times Publications Ltd.'	'1844-06-01 - 1902-12-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection;For-Profit Academic Music Collection;Music Collection'	'Music'	'2006-06-01'	'53211077'	'2006-236980'
'The National Magazine'	'2009-1656'		'1830-07-01'	'1'	'1'	'1831-01-01'	'2'	'4'	'http://www.jstor.org/action/showPublication?journalCode=nationalmagazine'		'nationalmagazine'		'fulltext'	'Publication of this title ceased in 1831.'	'National Magazine'	'1830-07-01 - 1831-01-01'	'Ireland Collection'	'Irish Studies'	'2009-05-08'	'320637451'	'2009-235097'
'The New Path'	'2150-2609'		'1863-05-01'	'1'	'1'	'1865-12-01'	'2'	'12'	'http://www.jstor.org/action/showPublication?journalCode=newpath'		'newpath'		'fulltext'	'Publication of this title ceased in 1865.'		'1863-05-01 - 1865-12-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503363030'	'2010-234729'
'The New York Latin Leaflet'	'2151-7576'		'1900-10-01'	'1'	'1'	'1907-04-29'	'7'	'174'	'http://www.jstor.org/action/showPublication?journalCode=newyorklatileaf'		'newyorklatileaf'		'fulltext'	'Absorbed'	'Classical Association of the Atlantic States'	'1900-10-01 - 1907-04-29'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Classical Studies'	'2010-05-26'	'609214500'	'2010-234982'
'The North American Review'	'0029-2397'		'1821-07-01'	'13'	'32'	'1922-12-01'	'216'	'805'	'http://www.jstor.org/action/showPublication?journalCode=nortamerrev'		'nortamerrev'	'P4Y'	'fulltext'	'3 years'	'University of Northern Iowa'	'1821-07-01 - 2008-11-01'	'Arts & Sciences V Collection'	'Language & Literature'	'2009-06-16'	'48165634'	'2008-266648'
'The North-American Review and Miscellaneous Journal'	'1945-7863'		'1815-05-01'	'1'	'1'	'1821-04-01'	'12'	'31'	'http://www.jstor.org/action/showPublication?journalCode=nortamerrevmiscj'		'nortamerrevmiscj'		'fulltext'	'Absorbed'	'University of Northern Iowa'	'1815-05-01 - 1821-04-01'	'Arts & Sciences V Collection'	'Language & Literature'	'2009-06-16'	'50608083'	'2008-266647'
'The Old Testament Student'	'0190-5945'		'1883-09-01'	'3'	'1'	'1889-06-01'	'8'	'10'	'http://www.jstor.org/action/showPublication?journalCode=oldteststud'		'oldteststud'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1883-09-01 - 1889-06-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2004-09-01'	'56434369'	'2004-237160'
'The Old and New Testament Student'	'0190-5937'		'1889-07-01'	'9'	'1'	'1892-11-01'	'15'	'5/6'	'http://www.jstor.org/action/showPublication?journalCode=oldnewteststud'		'oldnewteststud'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1889-07-01 - 1892-11-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2004-09-01'	'56434394'	'2004-237155'
'The Ornithologists'' and Oologists'' Semi-Annual'	'1938-6753'		'1889-01-01'	'1'	'1'	'1890-07-01'	'2'	'2'	'http://www.jstor.org/action/showPublication?journalCode=ornioolosemi'		'ornioolosemi'		'fulltext'	'Absorbed'	'Wilson Ornithological Society'	'1889-01-01 - 1890-07-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2008-06-04'	'54519743'	'2004-242191'
'The Pennsylvania Magazine of History and Biography'	'0031-4587'		'1877-01-01'	'1'	'1'	'1922-01-01'	'46'	'4'	'http://www.jstor.org/action/showPublication?journalCode=pennmaghistbio'		'pennmaghistbio'		'fulltext'	'Moving Wall: 5 years'	'The Historical Society of Pennsylvania'	'1877-01-01 - 2012-01-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2009-03-20'	'64637891'	'2006267556'
'The Phi Delta Kappan'	'0031-7217'		'1916-11-01'	'2'	'1'	'1922-11-01'	'5'	'1'	'http://www.jstor.org/action/showPublication?journalCode=phideltkapp'		'phideltkapp'	'P2Y'	'fulltext'	'1 year'	'Phi Delta Kappa International'	'1916-11-01 - 2010-12-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Education'	'2009-07-31'	'61313996'	'2007-215390'
'The Philosophical Review'	'0031-8108'	'1558-1470'	'1892-01-01'	'1'	'1'	'1922-11-01'	'31'	'6'	'http://www.jstor.org/action/showPublication?journalCode=philrevi'		'philrevi'	'P6Y'	'fulltext'	'5 years'	'Duke University Press;Philosophical Review'	'1892-01-01 - 2006-10-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Philosophy'	'1998-08-01'	'39648313'	'sn98-23300'
'The Quarterly Illustrator'	'2151-1705'		'1893-01-01'	'1'	'1'	'1895-01-01'	'3'	'9'	'http://www.jstor.org/action/showPublication?journalCode=quartillus'		'quartillus'		'fulltext'	'Absorbed'		'1893-01-01 - 1895-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503363031'	'2010-234731'
'The Quarterly Journal of Economics'	'0033-5533'	'1531-4650'	'1886-10-01'	'1'	'1'	'1922-11-01'	'37'	'1'	'http://www.jstor.org/action/showPublication?journalCode=quarjecon'		'quarjecon'	'P6Y'	'fulltext'	'5 years'	'Oxford University Press'	'1886-10-01 - 2006-11-01'	'Arts & Sciences I Collection;Business I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Business I Collection'	'Business;Economics'	'1997-01-01'	'35739141'	'sn97-23017'
'The Quarterly of the Oregon Historical Society'	'2153-1706'		'1900-03-01'	'1'	'1'	'1922-12-01'	'23'	'4'	'http://www.jstor.org/action/showPublication?journalCode=qoregonhistsoc'		'qoregonhistsoc'		'fulltext'	'Absorbed'	'Oregon Historical Society'	'1900-03-01 - 1926-06-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2010-05-26'	'564465000'	'2010-235208'
'The Quarterly of the Texas State Historical Association'	'1948-3325'		'1897-07-01'	'1'	'1'	'1912-04-01'	'15'	'4'	'http://www.jstor.org/action/showPublication?journalCode=quartxstahista'		'quartxstahista'		'fulltext'	'Absorbed'	'Texas State Historical Association'	'1897-07-01 - 1912-04-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2010-03-24'	'173723433'	'2009-263058'
'The Review of Economics and Statistics'	'0034-6535'	'1530-9142'	'1919-01-01'	'1'	'1'	'1922-10-01'	'4'	'4'	'http://www.jstor.org/action/showPublication?journalCode=revieconstat'		'revieconstat'	'P6Y'	'fulltext'	'5 years'	'The MIT Press'	'1919-01-01 - 2006-11-01'	'Arts & Sciences I Collection;Business I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Business I Collection'	'Business;Economics'	'1997-01-01'	'35755558'	'sn97-23019'
'The School Review'	'0036-6773'		'1893-01-01'	'1'	'1'	'1922-12-01'	'30'	'10'	'http://www.jstor.org/action/showPublication?journalCode=schoolreview'		'schoolreview'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1893-01-01 - 1979-08-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education'	'2004-03-01'	'54678474'	'2004-235697'
'The Scientific Monthly'	'0096-3771'		'1915-10-01'	'1'	'1'	'1922-12-01'	'15'	'6'	'http://www.jstor.org/action/showPublication?journalCode=sciemont'		'sciemont'		'fulltext'	'Absorbed'	'American Association for the Advancement of Science'	'1915-10-01 - 1957-12-01'	'For-Profit Academic Life Sciences Collection;Health & General Sciences Collection;Life Sciences Collection'	'Biological Sciences;General Science'	'2000-12-01'	'45610599'	'00-227486'
'The Semi-Annual (Agassiz Association. Department of the Wilson Chapter)'	'1938-677X'		'1891-04-01'	'3'	'1'	'1891-04-01'	'3'	'1'	'http://www.jstor.org/action/showPublication?journalCode=semiannuagas'		'semiannuagas'		'fulltext'	'Absorbed'	'Wilson Ornithological Society'	'1891-04-01 - 1891-04-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2008-06-04'	'54519746'	'2004-242186'
'The Sewanee Review'	'0037-3052'	'1934-421X'	'1892-11-01'	'1'	'1'	'1922-10-01'	'30'	'4'	'http://www.jstor.org/action/showPublication?journalCode=sewaneerev'		'sewaneerev'	'P6Y'	'fulltext'	'5 years'	'The Johns Hopkins University Press'	'1892-11-01 - 2006-10-01'	'Arts & Sciences V Collection'	'Language & Literature'	'2009-07-31'	'48157598'	'2006-216116'
'The Soil'	'2151-1268'		'1916-12-01'	'1'	'1'	'1917-07-01'	'1'	'5'	'http://www.jstor.org/action/showPublication?journalCode=thesoil'		'thesoil'		'fulltext'	'Publication of this title ceased in 1917.'		'1916-12-01 - 1917-07-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503364957'	'2010-234736'
'The South Carolina Historical and Genealogical Magazine'	'0148-7825'		'1900-01-01'	'1'	'1'	'1922-10-01'	'23'	'4'	'http://www.jstor.org/action/showPublication?journalCode=southcarohisgen'		'southcarohisgen'		'fulltext'	'Absorbed'	'South Carolina Historical Society'	'1900-01-01 - 1951-10-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2009-07-10'	'423878007'	'2009-236203'
'The Southwestern Historical Quarterly'	'0038-478X'		'1912-07-01'	'16'	'1'	'1922-10-01'	'26'	'2'	'http://www.jstor.org/action/showPublication?journalCode=swesthistquar'		'swesthistquar'	'P4Y'	'fulltext'	'3 years'	'Texas State Historical Association'	'1912-07-01 - 2008-10-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2010-03-24'	'60625229'	'2005-215846'
'The Transactions of the Royal Irish Academy'	'0790-8113'		'1787-01-01'	'1'	'None'	'1856-01-01'	'23'	'None'	'http://www.jstor.org/action/showPublication?journalCode=tranroyairisacad'		'tranroyairisacad'		'fulltext'	'Publication of this title ceased in 1907.'	'Royal Irish Academy'	'1787-01-01 - 1906-01-01'	'Ireland Collection'	'History;Irish Studies'	'2009-05-08'	'320636289'	'2009-235094'
'The University Journal of Business'	'1525-6979'		'1922-11-01'	'1'	'1'	'1922-11-01'	'1'	'1'	'http://www.jstor.org/action/showPublication?journalCode=univjbusi'		'univjbusi'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1922-11-01 - 1927-01-01'	'Arts & Sciences I Collection;Business I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Business I Collection'	'Business;Finance'	'1999-09-01'	'42275862'	'sn99-23424'
'The Virginia Law Register'	'1547-1357'		'1895-05-01'	'1'	'1'	'1922-12-01'	'8'	'8'	'http://www.jstor.org/action/showPublication?journalCode=virglawregi'		'virglawregi'		'fulltext'	'Absorbed'	'Virginia Law Review'	'1895-05-01 - 1928-04-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Law'	'2005-08-01'	'54471104'	'2005 237215'
'The Virginia Magazine of History and Biography'	'0042-6636'		'1893-07-01'	'1'	'1'	'1922-10-01'	'30'	'4'	'http://www.jstor.org/action/showPublication?journalCode=virghistbiog'		'virghistbiog'	'P4Y'	'fulltext'	'3 years'	'Virginia Historical Society'	'1893-07-01 - 2008-01-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2008-08-15'	'60624252'	'2008-236261'
'The Washington Historical Quarterly'	'0361-6223'		'1906-10-01'	'1'	'1'	'1922-10-01'	'13'	'4'	'http://www.jstor.org/action/showPublication?journalCode=washhistq'		'washhistq'		'fulltext'	'Absorbed'	'University of Washington'	'1906-10-01 - 1935-10-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2011-06-24'	'609330575'	'2011-235446'
'The William and Mary Quarterly'	'0043-5597'	'1933-7698'	'1892-07-01'	'1'	'1'	'1922-10-01'	'2'	'4'	'http://www.jstor.org/action/showPublication?journalCode=willmaryquar'		'willmaryquar'		'fulltext'	'Moving Wall: 5 years'	'Omohundro Institute of Early American History and Culture'	'1892-07-01 - 2011-10-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'American Studies;History'	'1997-01-01'	'35811744; 35811662; 35811260'	'sn97-23024; sn97-23025; sn97-23026'
'The Wilson Bulletin'	'0043-5643'		'1894-01-01'	'6'	'1'	'1922-12-01'	'34'	'4'	'http://www.jstor.org/action/showPublication?journalCode=wilsbull'		'wilsbull'		'fulltext'	'Absorbed'	'Wilson Ornithological Society'	'1894-01-01 - 2005-12-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2008-06-04'	'46381512'	'2004-242171'
'The Wilson Quarterly (1892)'	'1938-6788'		'1892-04-01'	'4'	'1'	'1892-07-01'	'4'	'2'	'http://www.jstor.org/action/showPublication?journalCode=wilsq'		'wilsq'		'fulltext'	'Absorbed'	'Wilson Ornithological Society'	'1892-04-01 - 1892-07-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2008-06-04'	'54519751'	'2004-242181'
'The Wisconsin Magazine of History'	'0043-6534'		'1917-09-01'	'1'	'1'	'1922-12-01'	'6'	'2'	'http://www.jstor.org/action/showPublication?journalCode=wiscmagahist'		'wiscmagahist'	'P4Y'	'fulltext'	'3 years'	'Wisconsin Historical Society'	'1917-09-01 - 2008-12-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2009-01-22'	'70220379'	'2006263198'
'The Workshop'	'2151-142X'		'1868-01-01'	'1'	'1'	'1881-01-01'	'14'	'2'	'http://www.jstor.org/action/showPublication?journalCode=theworkshop'		'theworkshop'		'fulltext'	'Publication of this title ceased in 1884.'		'1868-01-01 - 1881-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-06-16'	'642063351'	'2010-235210'
'The Yale Law Journal'	'0044-0094'		'1891-10-01'	'1'	'1'	'1922-12-01'	'32'	'2'	'http://www.jstor.org/action/showPublication?journalCode=yalelawj'		'yalelawj'	'P4Y'	'fulltext'	'3 years'	'The Yale Law Journal Company, Inc.'	'1891-10-01 - 2008-12-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Law'	'2004-02-01'	'47017193'	'2004-235686'
'Torreya'	'0096-3844'		'1901-01-01'	'1'	'1'	'1922-11-01'	'22'	'6'	'http://www.jstor.org/action/showPublication?journalCode=torreya'		'torreya'		'fulltext'	'Absorbed'	'Torrey Botanical Society'	'1901-01-01 - 1945-12-01'	'Biological Sciences Collection;Ecology & Botany Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2011-06-24'	'564636654'	'2011-235738'
'Transactions and Proceedings of the American Philological Association'	'0065-9711'		'1897-01-01'	'28'	'None'	'1922-01-01'	'53'	'None'	'http://www.jstor.org/action/showPublication?journalCode=tranprocamerphil'		'tranprocamerphil'		'fulltext'	'Absorbed'	'The Johns Hopkins University Press'	'1897-01-01 - 1972-01-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Classical Studies'	'2002-06-01'	'49976284'	'2002-227029'
'Transactions and Proceedings of the Modern Language Association of America'	'1539-3682'		'1886-01-01'	'2'	'None'	'1887-01-01'	'3'	'None'	'http://www.jstor.org/action/showPublication?journalCode=tranprocmodelang'		'tranprocmodelang'		'fulltext'	'Absorbed'	'Modern Language Association'	'1886-01-01 - 1887-01-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection;For-Profit Academic Language & Literature Collection;Language & Literature Collection'	'Language & Literature'	'2002-10-01'	'50709925'	'2002-227203'
'Transactions of the American Art-Union'	'2152-6141'		'1844-01-01'	'None'	'None'	'1849-01-01'	'None'	'None'	'http://www.jstor.org/action/showPublication?journalCode=tranamerartunio'		'tranamerartunio'		'fulltext'	'Publication of this title ceased in 1849.'		'1844-01-01 - 1849-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-03-24'	'568752400'	'2010234957'
'Transactions of the American Entomological Society (1867-1877)'	'0886-1145'		'1867-01-01'	'1'	'None'	'1877-01-01'	'6'	'None'	'http://www.jstor.org/action/showPublication?journalCode=tranamerentosoci'		'tranamerentosoci'		'fulltext'	'Absorbed'	'American Entomological Society'	'1867-01-01 - 1877-01-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Ecology & Evolutionary Biology'	'2009-02-23'	'61323927'	'2009-235081'
